groupe_sanguin;sexe;id_client;usage_vehicule;type_vehicule;date_demande;etat_dossier;formule;Presence_enfant;Tranche_revenus;Index_Personaliser;Tranche_Age_vehicule;Type_conduite_new;Typologie_employeur;Tranche_Age;Points_perdus_new;Enfant_conduite_accompagne_new;Tranche_Resid_Princ;Code_dept;Intervalle_Tarifs_Devis;Niveau_Instruction
B-;M;384934557;Private;z_SUV;14/03/2022;complet;dev_express;Oui;"[0; 20K€[";C22-451;De 5 à 9 ans;Urban;Type S.A;60 à 79 ans;Non;Non;"[100k€; 150k€[ ";45;"[250€; 275€[";Lycée ou après
AB-;F;726538399;Commercial;Minivan;20/03/2022;complet;dev_express;Oui;"[40K€; 60K€[";C22-455;De 5 à 9 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;"[100k€; 150k€[ ";70;"[275€; 300€[";Lycée ou après
B-;F;233104477;Private;z_SUV;18/01/2022;complet;dev_premium;Non;"[80K€; 100K€[";C22-459;De 10 à 14 ans;Urban;Sans précision;40 à 59 ans;Non;Non;"[200k€; 250k€[";41;"[325€; 350€[";Licence/Bac+3
A+;F;91970915;Private;Minivan;23/01/2022;complet;dev_premium;Oui;"[20K€; 40K€[";C22-463;De 0 à 4 ans;Rural;Sans précision;40 à 59 ans;Non;Oui;"[100k€; 150k€[ ";84;"[350€; et plus[";Avant Lycée
O+;F;427973991;Private;Sports Car;07/01/2022;complet;dev_express;Oui;"[40K€; 60K€[";C22-467;De 10 à 14 ans;Rural;Sans précision;60 à 79 ans;Non;Oui;"[150k€; 200k€[";20;"[250€; 275€[";Licence/Bac+3
O-;F;44950663;Private;Pickup;02/01/2022;complet;dev_integral;Oui;"[0; 20K€[";C22-471;De 5 à 9 ans;Urban;Sans précision;60 à 79 ans;Non;Oui;"[100k€; 150k€[ ";30;"[300€; 325€[";Lycée ou après
O-;M;299869772;Commercial;Sports Car;23/05/2022;complet;dev_integral;Oui;"[40K€; 60K€[";C22-475;De 0 à 4 ans;Urban;Sans précision;Moins de 20 ans;Oui;Oui;Locataire;74;"[325€; 350€[";Lycée ou après
AB-;M;693292141;Private;Minivan;29/05/2022;complet;dev_integral;Non;"[60K€; 80K€[";C22-479;De 15 à 19 ans;Urban;Type S.A.R.L;Moins de 20 ans;Non;Non;"[200k€; 250k€[";04;"[300€; 325€[";Master/Bac+5
AB-;M;405093473;Private;z_SUV;09/02/2022;complet;dev_integral;Non;"[0; 20K€[";C22-483;De 10 à 14 ans;Rural;Type S.A.R.L;60 à 79 ans;Non;Non;"[100k€; 150k€[ ";93;"[300€; 325€[";Doctorat/Bac+8
AB+;M;141677056;Private;Minivan;17/02/2022;complet;dev_express;Oui;"[80K€; 100K€[";C22-487;De 10 à 14 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;[300k€ à 350k€[;28;"[250€; 275€[";Master/Bac+5
AB-;M;111008804;Private;z_SUV;06/05/2022;complet;dev_integral;Non;"[100K€; 120K€[";C22-491;De 10 à 14 ans;Urban;Sans précision;60 à 79 ans;Non;Non;Locataire;88;"[300€; 325€[";Licence/Bac+3
AB-;F;994001102;Private;Pickup;25/01/2022;complet;dev_integral;Non;"[60K€; 80K€[";C22-495;De 10 à 14 ans;Urban;Sans précision;40 à 59 ans;Non;Non;"[200k€; 250k€[";01;"[325€; 350€[";Licence/Bac+3
O-;F;570595259;Private;Van;01/01/2022;complet;dev_integral;Oui;"[20K€; 40K€[";C22-499;De 5 à 9 ans;Urban;Type S.A.S;20 à 39 ans;Oui;Non;"[100k€; 150k€[ ";42;"[325€; 350€[";Master/Bac+5
AB+;M;700098445;Private;Minivan;02/04/2022;complet;dev_integral;Non;"[80K€; 100K€[";C22-503;De 5 à 9 ans;Urban;Sans précision;20 à 39 ans;Non;Non;Locataire;04;"[275€; 300€[";Licence/Bac+3
O+;M;778020709;Private;Minivan;14/04/2022;complet;dev_integral;Non;"[100K€; 120K€[";C22-507;De 0 à 4 ans;Urban;Type S.A;60 à 79 ans;Oui;Non;"[250k€; 300k€[";81;"[275€; 300€[";Lycée ou après
A-;M;470060990;Commercial;Minivan;07/03/2022;complet;dev_express;Non;"[0; 20K€[";C22-511;De 0 à 4 ans;Rural;Sans précision;Moins de 20 ans;Oui;Non;"[50k€; 100k€[";75;"[250€; 275€[";Lycée ou après
AB+;M;892231761;Commercial;Sports Car;04/04/2022;complet;dev_premium;Non;"[40K€; 60K€[";C22-515;De 0 à 4 ans;Urban;Sans précision;20 à 39 ans;Oui;Non;"[200k€; 250k€[";66;"[350€; et plus[";Licence/Bac+3
O-;M;134794189;Private;Minivan;20/04/2022;complet;dev_express;Non;"[120K€; Et plus [";C22-519;De 10 à 14 ans;Urban;Type S.A.S;40 à 59 ans;Oui;Non;[300k€ à 350k€[;12;"[250€; 275€[";Doctorat/Bac+8
AB-;F;457695790;Private;Sports Car;25/02/2022;complet;dev_express;Oui;"[0; 20K€[";C22-523;De 10 à 14 ans;Urban;Sans précision;60 à 79 ans;Non;Non;"[50k€; 100k€[";61;"[250€; 275€[";Licence/Bac+3
A+;F;860428575;Private;Minivan;28/05/2022;complet;dev_vip;Oui;"[20K€; 40K€[";C22-527;De 5 à 9 ans;Urban;Type S.A;60 à 79 ans;Oui;Non;Locataire;21;"[350€; et plus[";Lycée ou après
A+;M;957086884;Private;z_SUV;18/03/2022;complet;dev_express;Oui;"[0; 20K€[";C22-531;De 0 à 4 ans;Rural;Type S.A;Moins de 20 ans;Non;Non;"[50k€; 100k€[";88;"[250€; 275€[";Avant Lycée
AB-;M;422758152;Private;Minivan;25/02/2022;complet;dev_express;Non;"[20K€; 40K€[";C22-535;De 5 à 9 ans;Urban;Type S.A;40 à 59 ans;Oui;Non;"[150k€; 200k€[";17;"[250€; 275€[";Lycée ou après
B-;F;160730761;Private;z_SUV;08/04/2022;complet;dev_integral;Oui;"[40K€; 60K€[";C22-539;De 5 à 9 ans;Urban;Type S.A.R.L;Moins de 20 ans;Non;Oui;"[150k€; 200k€[";74;"[275€; 300€[";Licence/Bac+3
O+;F;340247899;Private;Minivan;01/05/2022;complet;dev_integral;Oui;"[80K€; 100K€[";C22-543;De 15 à 19 ans;Urban;Sans précision;80 ans à plus;Non;Non;Locataire;48;"[300€; 325€[";Master/Bac+5
AB+;M;280963492;Commercial;Van;27/03/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-547;De 15 à 19 ans;Urban;Type S.A;Moins de 20 ans;Oui;Non;"[200k€; 250k€[";10;"[325€; 350€[";Master/Bac+5
B+;M;578768750;Commercial;Van;11/05/2022;complet;dev_express;Oui;"[120K€; Et plus [";C22-551;De 5 à 9 ans;Urban;Sans précision;20 à 39 ans;Oui;Oui;"[350k€; et plus[";47;"[250€; 275€[";Master/Bac+5
A-;M;602256369;Commercial;z_SUV;31/05/2022;complet;dev_express;Oui;"[40K€; 60K€[";C22-555;De 0 à 4 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;"[100k€; 150k€[ ";52;"[275€; 300€[";Lycée ou après
O-;F;422175609;Private;Sports Car;24/04/2022;complet;dev_premium;Oui;"[0; 20K€[";C22-559;De 5 à 9 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;"[50k€; 100k€[";72;"[350€; et plus[";Lycée ou après
A+;M;339409075;Commercial;Sports Car;06/03/2022;complet;dev_integral;Non;"[80K€; 100K€[";C22-563;De 5 à 9 ans;Urban;Type S.A.R.L;40 à 59 ans;Oui;Non;"[250k€; 300k€[";44;"[300€; 325€[";Lycée ou après
O+;F;576718540;Private;Minivan;18/02/2022;complet;dev_integral;Non;"[100K€; 120K€[";C22-567;De 5 à 9 ans;Urban;Type S.A;40 à 59 ans;Non;Non;[300k€ à 350k€[;79;"[275€; 300€[";Master/Bac+5
O-;F;366128758;Private;Pickup;05/01/2022;complet;dev_integral;Oui;"[120K€; Et plus [";C22-571;De 10 à 14 ans;Urban;Sans précision;Moins de 20 ans;Non;Non;"[350k€; et plus[";10;"[300€; 325€[";Licence/Bac+3
A-;M;37461363;Private;z_SUV;19/02/2022;complet;dev_premium;Non;"[40K€; 60K€[";C22-575;De 15 à 19 ans;Urban;Type S.A.S;80 ans à plus;Oui;Non;Locataire;11;"[350€; et plus[";Licence/Bac+3
AB-;M;444126807;Commercial;z_SUV;21/05/2022;complet;dev_express;Oui;"[0; 20K€[";C22-579;De 0 à 4 ans;Urban;Sans précision;80 ans à plus;Oui;Non;Locataire;46;"[250€; 275€[";Lycée ou après
B+;M;37848520;Private;z_SUV;13/05/2022;complet;dev_express;Non;"[20K€; 40K€[";C22-583;De 10 à 14 ans;Urban;Type S.A;40 à 59 ans;Oui;Non;"[150k€; 200k€[";78;"[250€; 275€[";Licence/Bac+3
O+;M;736718418;Private;z_SUV;20/02/2022;complet;dev_integral;Non;"[80K€; 100K€[";C22-587;De 5 à 9 ans;Urban;Type S.A;60 à 79 ans;Non;Non;"[200k€; 250k€[";74;"[300€; 325€[";Licence/Bac+3
O-;M;391209907;Private;z_SUV;16/04/2022;complet;dev_integral;Oui;"[20K€; 40K€[";C22-591;De 10 à 14 ans;Rural;Sans précision;40 à 59 ans;Oui;Oui;Locataire;25;"[275€; 300€[";Lycée ou après
B+;F;993821847;Private;z_SUV;03/03/2022;complet;dev_integral;Non;"[80K€; 100K€[";C22-595;De 15 à 19 ans;Urban;Type S.A.R.L;60 à 79 ans;Non;Non;"[250k€; 300k€[";23;"[275€; 300€[";Master/Bac+5
B-;F;733443011;Private;Minivan;26/02/2022;complet;dev_express;Non;"[80K€; 100K€[";C22-599;De 15 à 19 ans;Rural;Type S.A.R.L;60 à 79 ans;Non;Non;"[250k€; 300k€[";71;"[250€; 275€[";Master/Bac+5
B+;M;463293999;Private;Minivan;19/02/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-603;De 10 à 14 ans;Urban;Sans précision;60 à 79 ans;Non;Non;"[200k€; 250k€[";42;"[325€; 350€[";Lycée ou après
B-;F;865839595;Private;z_SUV;05/03/2022;complet;dev_express;Non;"[60K€; 80K€[";C22-607;De 5 à 9 ans;Urban;Type S.A;60 à 79 ans;Oui;Non;Locataire;46;"[250€; 275€[";Licence/Bac+3
B-;F;676767970;Private;Minivan;11/01/2022;complet;dev_express;Oui;"[0; 20K€[";C22-611;De 0 à 4 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;"[350k€; et plus[";35;"[250€; 275€[";Doctorat/Bac+8
A+;M;577235524;Private;Minivan;25/03/2022;complet;dev_express;Non;"[20K€; 40K€[";C22-615;De 0 à 4 ans;Urban;Type S.A.R.L;20 à 39 ans;Oui;Non;"[150k€; 200k€[";80;"[250€; 275€[";Avant Lycée
AB-;F;325267397;Commercial;Pickup;22/02/2022;complet;dev_integral;Oui;"[20K€; 40K€[";C22-619;De 5 à 9 ans;Rural;Sans précision;60 à 79 ans;Non;Non;Locataire;91;"[275€; 300€[";Lycée ou après
A-;M;529201050;Commercial;Van;14/01/2022;complet;dev_integral;Oui;"[120K€; Et plus [";C22-623;De 10 à 14 ans;Urban;Type S.A;80 ans à plus;Non;Oui;"[350k€; et plus[";35;"[300€; 325€[";Doctorat/Bac+8
A-;F;621666580;Private;Sports Car;08/04/2022;complet;dev_express;Oui;"[0; 20K€[";C22-627;De 0 à 4 ans;Urban;Type S.A;60 à 79 ans;Oui;Non;"[100k€; 150k€[ ";81;"[250€; 275€[";Avant Lycée
AB+;M;250477489;Private;Pickup;17/04/2022;complet;dev_integral;Non;"[60K€; 80K€[";C22-631;De 15 à 19 ans;Urban;Sans précision;60 à 79 ans;Non;Non;"[250k€; 300k€[";28;"[300€; 325€[";Master/Bac+5
O-;M;302594351;Commercial;Minivan;14/05/2022;complet;dev_integral;Non;"[100K€; 120K€[";C22-635;De 5 à 9 ans;Rural;Sans précision;80 ans à plus;Non;Non;[300k€ à 350k€[;49;"[325€; 350€[";Licence/Bac+3
B-;M;96173378;Commercial;z_SUV;02/02/2022;complet;dev_integral;Non;"[80K€; 100K€[";C22-639;De 0 à 4 ans;Urban;Type S.A.S;60 à 79 ans;Oui;Non;"[250k€; 300k€[";66;"[275€; 300€[";Lycée ou après
O+;M;843851522;Private;Sports Car;21/05/2022;complet;dev_integral;Oui;"[80K€; 100K€[";C22-643;De 5 à 9 ans;Urban;Sans précision;60 à 79 ans;Non;Oui;"[250k€; 300k€[";95;"[275€; 300€[";Licence/Bac+3
AB+;M;352733454;Private;z_SUV;09/03/2022;complet;dev_premium;Non;"[100K€; 120K€[";C22-647;De 10 à 14 ans;Urban;Sans précision;20 à 39 ans;Oui;Non;[300k€ à 350k€[;24;"[350€; et plus[";Licence/Bac+3
A-;F;803824722;Private;Minivan;27/02/2022;complet;dev_integral;Oui;"[120K€; Et plus [";C22-651;De 10 à 14 ans;Rural;Sans précision;40 à 59 ans;Oui;Oui;"[350k€; et plus[";70;"[325€; 350€[";Master/Bac+5
A-;F;108660852;Private;Minivan;03/04/2022;complet;dev_integral;Oui;"[40K€; 60K€[";C22-655;De 10 à 14 ans;Urban;Sans précision;60 à 79 ans;Non;Non;"[150k€; 200k€[";44;"[300€; 325€[";Master/Bac+5
A+;F;791714037;Private;Sports Car;02/04/2022;complet;dev_express;Non;"[0; 20K€[";C22-659;De 5 à 9 ans;Rural;Type S.A;40 à 59 ans;Oui;Non;Locataire;66;"[250€; 275€[";Licence/Bac+3
A-;F;173536416;Private;Minivan;08/04/2022;complet;dev_express;Oui;"[0; 20K€[";C22-663;De 0 à 4 ans;Urban;Sans précision;40 à 59 ans;Oui;Oui;Locataire;24;"[250€; 275€[";Avant Lycée
A+;F;171256104;Private;Sports Car;31/05/2022;complet;dev_integral;Oui;"[60K€; 80K€[";C22-667;De 15 à 19 ans;Urban;Sans précision;80 ans à plus;Non;Non;"[250k€; 300k€[";33;"[275€; 300€[";Master/Bac+5
B+;F;733718803;Commercial;Pickup;16/05/2022;complet;dev_integral;Oui;"[40K€; 60K€[";C22-671;De 0 à 4 ans;Urban;Sans précision;20 à 39 ans;Non;Non;Locataire;59;"[275€; 300€[";Lycée ou après
AB+;F;324371208;Commercial;Panel Truck;22/04/2022;complet;dev_integral;Non;"[120K€; Et plus [";C22-675;De 0 à 4 ans;Urban;Type S.A.R.L;40 à 59 ans;Oui;Non;[300k€ à 350k€[;14;"[275€; 300€[";Master/Bac+5
O-;F;420371060;Commercial;z_SUV;30/05/2022;complet;dev_integral;Non;"[20K€; 40K€[";C22-679;De 10 à 14 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;"[150k€; 200k€[";92;"[325€; 350€[";Lycée ou après
AB+;M;591312483;Private;Pickup;01/02/2022;complet;dev_express;Oui;"[60K€; 80K€[";C22-683;De 10 à 14 ans;Urban;Type S.A.R.L;20 à 39 ans;Oui;Non;"[200k€; 250k€[";25;"[250€; 275€[";Licence/Bac+3
A-;F;707481422;Commercial;Minivan;31/05/2022;complet;dev_integral;Non;"[0; 20K€[";C22-687;De 0 à 4 ans;Urban;Sans précision;20 à 39 ans;Oui;Non;"[100k€; 150k€[ ";04;"[325€; 350€[";Lycée ou après
AB-;M;828461789;Commercial;Minivan;16/02/2022;complet;dev_integral;Non;"[80K€; 100K€[";C22-691;De 10 à 14 ans;Rural;Type S.A.S;40 à 59 ans;Non;Non;"[250k€; 300k€[";34;"[300€; 325€[";Licence/Bac+3
O+;F;681097688;Private;Minivan;21/05/2022;complet;dev_integral;Oui;"[60K€; 80K€[";C22-695;De 20 ans à plus;Urban;Sans précision;40 à 59 ans;Non;Non;"[150k€; 200k€[";90;"[325€; 350€[";Doctorat/Bac+8
AB+;M;65858750;Private;z_SUV;26/04/2022;complet;dev_express;Non;"[0; 20K€[";C22-699;De 0 à 4 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;Locataire;42;"[250€; 275€[";Lycée ou après
B+;M;410548344;Commercial;Pickup;14/01/2022;complet;dev_integral;Non;"[100K€; 120K€[";C22-703;De 0 à 4 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;[300k€ à 350k€[;11;"[275€; 300€[";Master/Bac+5
A-;F;485486006;Commercial;Van;16/02/2022;complet;dev_express;Non;"[0; 20K€[";C22-707;De 10 à 14 ans;Urban;Sans précision;40 à 59 ans;Non;Non;Locataire;62;"[250€; 275€[";Lycée ou après
A+;M;897417305;Private;Sports Car;01/01/2022;complet;dev_express;Non;"[0; 20K€[";C22-711;De 15 à 19 ans;Urban;Type S.A.S;20 à 39 ans;Non;Non;Locataire;14;"[250€; 275€[";Master/Bac+5
O-;M;726519526;Private;z_SUV;14/01/2022;complet;dev_integral;Oui;"[0; 20K€[";C22-715;De 0 à 4 ans;Rural;Type S.A;60 à 79 ans;Non;Non;"[100k€; 150k€[ ";26;"[275€; 300€[";Lycée ou après
B+;F;829430160;Commercial;Van;10/05/2022;complet;dev_premium;Oui;"[40K€; 60K€[";C22-719;De 5 à 9 ans;Urban;Type S.A.R.L;40 à 59 ans;Non;Non;"[150k€; 200k€[";07;"[350€; et plus[";Lycée ou après
B+;F;394231712;Commercial;Pickup;02/05/2022;complet;dev_express;Non;"[60K€; 80K€[";C22-723;De 0 à 4 ans;Urban;Type S.A.R.L;80 ans à plus;Oui;Non;"[200k€; 250k€[";13;"[275€; 300€[";Licence/Bac+3
O+;F;182169284;Commercial;Van;10/02/2022;complet;dev_express;Oui;"[20K€; 40K€[";C22-727;De 5 à 9 ans;Rural;Sans précision;20 à 39 ans;Oui;Oui;"[200k€; 250k€[";56;"[275€; 300€[";Lycée ou après
O+;M;810329333;Commercial;Panel Truck;08/01/2022;complet;dev_integral;Non;"[120K€; Et plus [";C22-731;De 10 à 14 ans;Rural;Type S.A;40 à 59 ans;Non;Non;"[350k€; et plus[";16;"[300€; 325€[";Licence/Bac+3
B-;F;342803111;Private;Van;12/01/2022;complet;dev_premium;Non;"[100K€; 120K€[";C22-735;De 10 à 14 ans;Urban;Sans précision;80 ans à plus;Non;Non;Locataire;64;"[325€; 350€[";Doctorat/Bac+8
A-;F;366029224;Private;Pickup;27/05/2022;complet;dev_express;Non;"[0; 20K€[";C22-739;De 0 à 4 ans;Urban;Type S.A.R.L;60 à 79 ans;Oui;Non;"[100k€; 150k€[ ";75;"[275€; 300€[";Lycée ou après
O-;M;60329948;Commercial;z_SUV;10/04/2022;complet;dev_premium;Oui;"[40K€; 60K€[";C22-743;De 5 à 9 ans;Urban;Sans précision;20 à 39 ans;Oui;Oui;"[200k€; 250k€[";27;"[350€; et plus[";Lycée ou après
O-;F;945949803;Private;z_SUV;23/03/2022;complet;dev_integral;Non;"[20K€; 40K€[";C22-747;De 0 à 4 ans;Urban;Sans précision;60 à 79 ans;Non;Non;Sans précision;59;"[325€; 350€[";Avant Lycée
O+;F;929525931;Private;z_SUV;24/05/2022;complet;dev_integral;Oui;"[0; 20K€[";C22-751;De 5 à 9 ans;Urban;Type S.A;Moins de 20 ans;Non;Non;"[50k€; 100k€[";03;"[325€; 350€[";Master/Bac+5
O-;F;995761340;Private;z_SUV;05/01/2022;complet;dev_premium;Non;"[0; 20K€[";C22-755;De 0 à 4 ans;Urban;Sans précision;60 à 79 ans;Non;Non;"[100k€; 150k€[ ";28;"[350€; et plus[";Avant Lycée
B+;F;388307461;Private;Minivan;17/05/2022;complet;dev_vip;Non;"[80K€; 100K€[";C22-759;De 10 à 14 ans;Urban;Sans précision;Moins de 20 ans;Non;Non;Locataire;79;"[350€; et plus[";Licence/Bac+3
B+;M;174671893;Commercial;Van;30/05/2022;complet;dev_express;Non;"[60K€; 80K€[";C22-763;De 0 à 4 ans;Urban;Type S.A.R.L;40 à 59 ans;Oui;Non;Locataire;06;"[250€; 275€[";Master/Bac+5
A-;M;326820492;Private;Sports Car;25/01/2022;complet;dev_premium;Non;"[20K€; 40K€[";C22-767;De 0 à 4 ans;Urban;Sans précision;Moins de 20 ans;Oui;Non;"[100k€; 150k€[ ";35;"[350€; et plus[";Lycée ou après
B+;F;249889271;Private;Sports Car;30/01/2022;complet;dev_integral;Non;"[120K€; Et plus [";C22-771;De 5 à 9 ans;Rural;Type S.A.R.L;60 à 79 ans;Non;Non;"[350k€; et plus[";51;"[300€; 325€[";Master/Bac+5
O-;F;864505372;Commercial;Panel Truck;04/01/2022;complet;dev_premium;Non;"[40K€; 60K€[";C22-775;De 0 à 4 ans;Urban;Sans précision;20 à 39 ans;Oui;Non;"[150k€; 200k€[";13;"[350€; et plus[";Lycée ou après
AB-;F;852315084;Private;z_SUV;11/02/2022;complet;dev_integral;Non;"[120K€; Et plus [";C22-779;De 15 à 19 ans;Urban;Sans précision;40 à 59 ans;Non;Non;"[350k€; et plus[";93;"[325€; 350€[";Master/Bac+5
O+;F;922780757;Private;Sports Car;07/04/2022;complet;dev_premium;Oui;"[40K€; 60K€[";C22-783;De 5 à 9 ans;Urban;Type S.A;60 à 79 ans;Oui;Non;"[200k€; 250k€[";39;"[350€; et plus[";Licence/Bac+3
O+;F;405037020;Private;Minivan;09/02/2022;complet;dev_express;Oui;"[40K€; 60K€[";C22-787;De 15 à 19 ans;Urban;Type S.A.R.L;40 à 59 ans;Oui;Non;Locataire;28;"[250€; 275€[";Doctorat/Bac+8
AB-;M;693046723;Commercial;Panel Truck;27/04/2022;complet;dev_express;Non;"[100K€; 120K€[";C22-791;De 10 à 14 ans;Urban;Sans précision;80 ans à plus;Oui;Non;[300k€ à 350k€[;48;"[250€; 275€[";Licence/Bac+3
B-;F;37477931;Private;z_SUV;25/05/2022;complet;dev_integral;Oui;"[20K€; 40K€[";C22-795;De 0 à 4 ans;Urban;Type S.A;40 à 59 ans;Non;Non;"[150k€; 200k€[";25;"[300€; 325€[";Avant Lycée
AB+;F;723051889;Commercial;Minivan;10/02/2022;complet;dev_express;Non;"[20K€; 40K€[";C22-799;De 0 à 4 ans;Rural;Sans précision;60 à 79 ans;Non;Non;"[150k€; 200k€[";84;"[250€; 275€[";Lycée ou après
O-;M;119301768;Private;Sports Car;14/03/2022;complet;dev_express;Non;"[40K€; 60K€[";C22-803;De 5 à 9 ans;Urban;Sans précision;Moins de 20 ans;Oui;Non;"[50k€; 100k€[";42;"[250€; 275€[";Lycée ou après
AB-;M;954222851;Commercial;Pickup;11/05/2022;complet;dev_integral;Non;"[60K€; 80K€[";C22-807;De 5 à 9 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;"[200k€; 250k€[";37;"[300€; 325€[";Lycée ou après
A+;M;914469084;Commercial;Minivan;09/04/2022;complet;dev_premium;Oui;"[40K€; 60K€[";C22-811;De 0 à 4 ans;Urban;Type S.A;60 à 79 ans;Non;Oui;"[150k€; 200k€[";09;"[350€; et plus[";Lycée ou après
O+;F;864895341;Commercial;z_SUV;14/04/2022;complet;dev_premium;Non;"[40K€; 60K€[";C22-815;De 10 à 14 ans;Rural;Sans précision;60 à 79 ans;Oui;Non;"[200k€; 250k€[";27;"[350€; et plus[";Licence/Bac+3
O-;M;115686938;Private;Sports Car;18/04/2022;complet;dev_express;Oui;"[20K€; 40K€[";C22-819;De 5 à 9 ans;Urban;Sans précision;80 ans à plus;Oui;Non;"[100k€; 150k€[ ";80;"[250€; 275€[";Lycée ou après
A+;M;161360224;Commercial;Minivan;23/03/2022;complet;dev_express;Non;"[40K€; 60K€[";C22-823;De 0 à 4 ans;Urban;Sans précision;40 à 59 ans;Non;Non;Locataire;04;"[275€; 300€[";Lycée ou après
B-;M;930884352;Commercial;Minivan;09/05/2022;complet;dev_integral;Non;"[60K€; 80K€[";C22-827;De 0 à 4 ans;Urban;Sans précision;80 ans à plus;Oui;Non;Sans précision;51;"[300€; 325€[";Licence/Bac+3
O+;M;289561426;Private;Minivan;04/02/2022;complet;dev_express;Non;"[20K€; 40K€[";C22-831;De 10 à 14 ans;Rural;Type S.A.R.L;40 à 59 ans;Non;Non;Locataire;52;"[250€; 275€[";Licence/Bac+3
A-;M;712302160;Commercial;Panel Truck;19/04/2022;complet;dev_premium;Oui;"[20K€; 40K€[";C22-835;De 5 à 9 ans;Urban;Type S.A;60 à 79 ans;Oui;Oui;"[150k€; 200k€[";20;"[350€; et plus[";Lycée ou après
AB+;F;103995962;Private;z_SUV;03/04/2022;complet;dev_integral;Oui;"[20K€; 40K€[";C22-839;De 5 à 9 ans;Rural;Sans précision;40 à 59 ans;Non;Non;"[150k€; 200k€[";91;"[325€; 350€[";Avant Lycée
O-;F;983789161;Private;Minivan;18/01/2022;complet;dev_integral;Oui;"[40K€; 60K€[";C22-843;De 5 à 9 ans;Rural;Sans précision;Moins de 20 ans;Oui;Oui;"[150k€; 200k€[";24;"[275€; 300€[";Licence/Bac+3
A-;F;450097524;Commercial;Panel Truck;23/03/2022;complet;dev_express;Non;"[100K€; 120K€[";C22-847;De 15 à 19 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;[300k€ à 350k€[;01;"[250€; 275€[";Doctorat/Bac+8
O-;F;249934599;Private;z_SUV;02/05/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-851;De 0 à 4 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;Locataire;58;"[275€; 300€[";Doctorat/Bac+8
B+;F;750731752;Commercial;Van;19/01/2022;complet;dev_express;Non;"[40K€; 60K€[";C22-855;De 5 à 9 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;"[200k€; 250k€[";09;"[250€; 275€[";Licence/Bac+3
A+;M;9697388;Commercial;Van;15/02/2022;complet;dev_integral;Oui;"[40K€; 60K€[";C22-859;De 0 à 4 ans;Urban;Type S.A;40 à 59 ans;Oui;Non;"[150k€; 200k€[";47;"[275€; 300€[";Lycée ou après
O+;M;583441358;Private;z_SUV;03/01/2022;complet;dev_premium;Non;"[100K€; 120K€[";C22-863;De 10 à 14 ans;Urban;Type S.A;60 à 79 ans;Non;Non;[300k€ à 350k€[;56;"[350€; et plus[";Master/Bac+5
B+;F;835221275;Private;Pickup;27/03/2022;complet;dev_express;Oui;"[20K€; 40K€[";C22-867;De 5 à 9 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;"[150k€; 200k€[";01;"[250€; 275€[";Lycée ou après
AB+;F;588741868;Private;z_SUV;02/04/2022;complet;dev_premium;Non;"[60K€; 80K€[";C22-871;De 15 à 19 ans;Urban;Sans précision;Moins de 20 ans;Oui;Non;Locataire;92;"[350€; et plus[";Master/Bac+5
B+;M;702961342;Private;Sports Car;30/04/2022;complet;dev_premium;Non;"[20K€; 40K€[";C22-875;De 0 à 4 ans;Urban;Sans précision;60 à 79 ans;Non;Non;"[50k€; 100k€[";82;"[350€; et plus[";Avant Lycée
